trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.4, 'e': 0.98}",20,7,-22.495664856662607,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
2,False,"{'a': 0.4, 'e': 0.9603999999999999}",25,0,-88.96960255682839,"{0: 17, 1: 4, 2: 1, 3: 2, 4: 1}",0
3,False,"{'a': 0.4, 'e': 0.9411919999999999}",30,0,-38.57009221390613,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
4,False,"{'a': 0.4, 'e': 0.9223681599999999}",30,16,-99.03207149376915,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 2}",1
5,False,"{'a': 0.4, 'e': 0.9039207967999998}",20,0,-32.90691247212911,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
6,False,"{'a': 0.4, 'e': 0.8858423808639998}",20,0,-39.47368260320712,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
7,False,"{'a': 0.4, 'e': 0.8681255332467198}",30,0,-111.5810558055256,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
8,False,"{'a': 0.4, 'e': 0.8507630225817854}",25,0,-85.6924505737578,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",1
9,False,"{'a': 0.4, 'e': 0.8337477621301497}",25,0,-94.07322512411068,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
10,False,"{'a': 0.4, 'e': 0.8170728068875467}",20,0,-78.89109472504472,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
11,False,"{'a': 0.4, 'e': 0.8007313507497957}",30,0,-109.93318733253673,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
12,False,"{'a': 0.4, 'e': 0.7847167237347998}",25,3,-167.92783274817205,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 3}",1
13,False,"{'a': 0.4, 'e': 0.7690223892601038}",30,0,-183.68140720301324,"{0: 18, 1: 4, 2: 1, 3: 5, 4: 2}",0
14,False,"{'a': 0.4, 'e': 0.7536419414749017}",35,0,-264.552138302057,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 5}",0
15,False,"{'a': 0.4, 'e': 0.7385691026454037}",30,0,-268.31289298344325,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 6}",0
16,False,"{'a': 0.4, 'e': 0.7237977205924956}",35,0,-204.7096752726609,"{0: 23, 1: 4, 2: 3, 3: 1, 4: 4}",0
17,False,"{'a': 0.4, 'e': 0.7093217661806457}",30,0,-110.60992720983093,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
18,False,"{'a': 0.4, 'e': 0.6951353308570327}",25,0,-97.67271627021628,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
19,False,"{'a': 0.4, 'e': 0.6812326242398921}",30,0,-76.93800939523113,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
20,False,"{'a': 0.4, 'e': 0.6676079717550942}",20,0,-93.35971379355344,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
21,False,"{'a': 0.4, 'e': 0.6542558123199923}",30,0,-89.93099902680243,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
22,False,"{'a': 0.4, 'e': 0.6411706960735924}",30,0,-99.117467009582,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
23,False,"{'a': 0.4, 'e': 0.6283472821521205}",20,0,-41.100004465441025,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
24,False,"{'a': 0.4, 'e': 0.6157803365090782}",25,0,-205.2008370942355,"{0: 13, 1: 0, 2: 8, 3: 1, 4: 3}",0
25,False,"{'a': 0.4, 'e': 0.6034647297788965}",25,0,-41.921454481623876,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
26,False,"{'a': 0.4, 'e': 0.5913954351833186}",25,12,-56.50957595738142,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
27,False,"{'a': 0.4, 'e': 0.5795675264796523}",20,12,1.264730573656582,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.4, 'e': 0.5679761759500592}",20,5,2.2461128255747633,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
29,False,"{'a': 0.4, 'e': 0.5566166524310581}",30,0,-90.12351733119873,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",1
30,False,"{'a': 0.4, 'e': 0.5454843193824369}",30,0,-83.44529627121565,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
31,False,"{'a': 0.4, 'e': 0.5345746329947881}",25,0,-16.370741242371004,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
32,False,"{'a': 0.4, 'e': 0.5238831403348924}",30,0,-66.23738294557988,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
33,False,"{'a': 0.4, 'e': 0.5134054775281945}",25,1,-13.84840878639334,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
34,False,"{'a': 0.4, 'e': 0.5031373679776306}",25,0,-6.871064032614477,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
35,False,"{'a': 0.4, 'e': 0.493074620618078}",20,0,-88.11056129326155,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
36,False,"{'a': 0.4, 'e': 0.48321312820571644}",25,0,-51.377440719972434,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.4, 'e': 0.4735488656416021}",25,0,-49.01908626281403,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
38,False,"{'a': 0.4, 'e': 0.46407788832877006}",20,9,-4.18628434083335,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.4, 'e': 0.45479633056219465}",20,0,-46.10736157131433,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
40,False,"{'a': 0.4, 'e': 0.44570040395095073}",20,0,-33.92994485230843,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
41,False,"{'a': 0.4, 'e': 0.4367863958719317}",20,7,6.110170840759962,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.4, 'e': 0.42805066795449304}",20,4,28.411429862166187,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.4, 'e': 0.41948965459540316}",25,0,-66.45480774872443,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
44,False,"{'a': 0.4, 'e': 0.4110998615034951}",35,11,-18.164706149357617,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 0}",1
45,False,"{'a': 0.4, 'e': 0.4028778642734252}",25,0,-22.37307098515867,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
46,False,"{'a': 0.4, 'e': 0.39482030698795667}",25,4,-31.07106005582309,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 1}",1
47,False,"{'a': 0.4, 'e': 0.38692390084819756}",25,0,-16.811969332840693,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
48,False,"{'a': 0.4, 'e': 0.3791854228312336}",25,15,3.4431103803004666,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.4, 'e': 0.37160171437460887}",20,12,-38.0915943559375,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
50,False,"{'a': 0.4, 'e': 0.3641696800871167}",25,17,-4.165714663246009,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.4, 'e': 0.35688628648537435}",20,0,-39.363157226275874,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
52,False,"{'a': 0.4, 'e': 0.34974856075566685}",20,9,-13.543560264615884,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
53,False,"{'a': 0.4, 'e': 0.3427535895405535}",20,0,-74.46454833574869,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
54,False,"{'a': 0.4, 'e': 0.33589851774974244}",35,18,3.0397963068677507,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.4, 'e': 0.3291805473947476}",25,7,-64.86420022995419,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
56,False,"{'a': 0.4, 'e': 0.32259693644685267}",20,9,-19.610081562752775,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
57,False,"{'a': 0.4, 'e': 0.3161449977179156}",20,0,-43.29962286969377,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
58,False,"{'a': 0.4, 'e': 0.3098220977635573}",30,17,-66.72475000600825,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
59,False,"{'a': 0.4, 'e': 0.30362565580828615}",20,12,17.591554211815406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.4, 'e': 0.2975531426921204}",25,7,-43.05645306440887,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
61,False,"{'a': 0.4, 'e': 0.291602079838278}",25,0,-79.46818588259701,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
62,False,"{'a': 0.4, 'e': 0.2857700382415124}",20,9,-26.78936867210547,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
63,False,"{'a': 0.4, 'e': 0.2800546374766822}",25,17,7.130931433337807,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.4, 'e': 0.27445354472714856}",30,1,-64.19042714194424,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 2}",1
65,False,"{'a': 0.4, 'e': 0.2689644738326056}",20,0,-15.635862169253771,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
66,False,"{'a': 0.4, 'e': 0.26358518435595346}",20,0,-6.287075802819501,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
67,False,"{'a': 0.4, 'e': 0.25831348066883436}",30,0,-79.3505350007614,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 3}",0
68,False,"{'a': 0.4, 'e': 0.2531472110554577}",35,11,30.1148475732307,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.4, 'e': 0.24808426683434853}",20,0,17.804934723462786,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
70,False,"{'a': 0.4, 'e': 0.24312258149766156}",20,6,21.654557705809896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.4, 'e': 0.2382601298677083}",25,5,-39.30966755660605,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
72,False,"{'a': 0.4, 'e': 0.23349492727035415}",30,19,17.56290637610109,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.4, 'e': 0.22882502872494706}",30,3,-30.62401185620707,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 1}",1
74,False,"{'a': 0.4, 'e': 0.22424852815044813}",20,6,26.24683864822491,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.4, 'e': 0.21976355758743915}",20,0,-21.979978889371036,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
76,False,"{'a': 0.4, 'e': 0.21536828643569036}",25,0,-51.811369439465146,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",1
77,False,"{'a': 0.4, 'e': 0.21106092070697655}",20,12,13.301282888044351,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.4, 'e': 0.20683970229283702}",25,17,17.175718098650126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.4, 'e': 0.20270290824698028}",20,6,1.6482157795039283,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.4, 'e': 0.19864885008204067}",20,12,3.6948500012827368,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.4, 'e': 0.19467587308039985}",20,3,18.12146621916073,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.4, 'e': 0.19078235561879187}",35,0,-40.88801660591769,"{0: 30, 1: 1, 2: 2, 3: 1, 4: 1}",1
83,False,"{'a': 0.4, 'e': 0.18696670850641603}",25,7,27.799307363340503,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.4, 'e': 0.18322737433628772}",25,9,-18.378064615245094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
85,False,"{'a': 0.4, 'e': 0.17956282684956196}",20,0,-7.715687944429668,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
86,False,"{'a': 0.4, 'e': 0.1759715703125707}",25,0,-42.17180295080859,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
87,False,"{'a': 0.4, 'e': 0.1724521389063193}",20,6,4.0515173318542015,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
88,False,"{'a': 0.4, 'e': 0.16900309612819292}",25,3,-10.278621668458072,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.4, 'e': 0.16562303420562907}",25,14,17.21747729178658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.4, 'e': 0.16231057352151648}",20,5,16.371037483230033,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.4, 'e': 0.15906436205108615}",25,5,22.150376356902804,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.4, 'e': 0.15588307481006441}",25,0,-16.878596198210357,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
93,False,"{'a': 0.4, 'e': 0.15276541331386312}",20,0,-66.97390958130411,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
94,False,"{'a': 0.4, 'e': 0.14971010504758586}",25,0,7.314069425074392,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
95,False,"{'a': 0.4, 'e': 0.14671590294663414}",30,4,-50.04631360478196,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 1}",1
96,False,"{'a': 0.4, 'e': 0.14378158488770146}",25,9,-5.487288268398542,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.4, 'e': 0.14090595318994742}",20,14,11.426039358470673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.4, 'e': 0.13808783412614847}",20,0,-18.272138124568414,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
99,False,"{'a': 0.4, 'e': 0.13532607744362551}",20,9,20.011714924294658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.4, 'e': 0.132619555894753}",20,9,-12.97098727681663,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
101,False,"{'a': 0.4, 'e': 0.12996716477685794}",20,0,6.152827079024145,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
102,False,"{'a': 0.4, 'e': 0.12736782148132078}",25,13,-19.79553416022647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.4, 'e': 0.12482046505169436}",20,12,8.051182333831967,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.4, 'e': 0.12232405575066048}",20,3,-26.772278291242174,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
105,False,"{'a': 0.4, 'e': 0.11987757463564727}",20,9,10.827087559972805,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.4, 'e': 0.11748002314293432}",30,18,23.2227952102655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.4, 'e': 0.11513042268007563}",30,20,18.509698150034385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.4, 'e': 0.11282781422647412}",25,11,-38.81606327699548,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
109,False,"{'a': 0.4, 'e': 0.11057125794194463}",30,16,25.7840451235914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.4, 'e': 0.10835983278310574}",25,0,33.239061110749596,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
111,False,"{'a': 0.4, 'e': 0.10619263612744362}",20,0,7.081811407162975,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
112,False,"{'a': 0.4, 'e': 0.10406878340489474}",30,13,-21.863109736757124,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
113,False,"{'a': 0.4, 'e': 0.10198740773679685}",20,9,17.47303326798296,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.4, 'e': 0.09994765958206091}",20,14,13.906372165613623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.4, 'e': 0.0979487063904197}",20,14,10.682685021258875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.4, 'e': 0.0959897322626113}",30,19,4.126047301632836,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
117,False,"{'a': 0.4, 'e': 0.09406993761735907}",25,12,-39.92512135348575,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
118,False,"{'a': 0.4, 'e': 0.0921885388650119}",25,13,20.161209014612247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.4, 'e': 0.09034476808771166}",25,5,15.408564071558075,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.4, 'e': 0.08853787272595742}",30,11,30.128957231863424,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.4, 'e': 0.08676711527143827}",25,14,-1.9175819222182848,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
122,False,"{'a': 0.4, 'e': 0.0850317729660095}",20,0,-17.11186843591188,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
123,False,"{'a': 0.4, 'e': 0.08333113750668932}",20,0,24.23585980329472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
124,False,"{'a': 0.4, 'e': 0.08166451475655553}",20,0,25.25723717766094,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
125,False,"{'a': 0.4, 'e': 0.08003122446142442}",25,7,28.893037016986366,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.4, 'e': 0.07843059997219594}",25,6,26.151328136455728,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.4, 'e': 0.07686198797275202}",20,9,15.537331085920814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.4, 'e': 0.07532474821329699}",20,15,11.262076197779633,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.4, 'e': 0.07381825324903105}",25,15,16.424228258422843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.4, 'e': 0.07234188818405042}",20,13,12.457615516988634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.4, 'e': 0.07089505042036941}",25,11,-17.195347212487828,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.4, 'e': 0.06947714941196202}",20,0,6.872155730716258,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
133,False,"{'a': 0.4, 'e': 0.06808760642372277}",20,10,-6.102598088378018,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.4, 'e': 0.06672585429524831}",25,7,33.14613277321703,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.4, 'e': 0.06539133720934334}",20,9,19.15895096694462,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.4, 'e': 0.06408351046515648}",20,11,15.077437340242136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.4, 'e': 0.06280184025585335}",20,8,13.077948000719362,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.4, 'e': 0.061545803450736285}",25,7,9.355718985853077,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
139,False,"{'a': 0.4, 'e': 0.060314887381721555}",35,23,17.616634427994978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.4, 'e': 0.05910858963408712}",20,8,-20.370310373308172,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
141,False,"{'a': 0.4, 'e': 0.05792641784140538}",20,0,29.64383765927382,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
142,False,"{'a': 0.4, 'e': 0.05676788948457727}",30,20,14.106882317764718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.4, 'e': 0.055632531694885724}",20,10,11.514229567044362,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.4, 'e': 0.054519881060988006}",25,7,11.221099299536462,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
145,False,"{'a': 0.4, 'e': 0.05342948343976824}",25,13,0.37429827007651206,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.4, 'e': 0.052360893770972874}",20,2,-12.291030812160821,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.4, 'e': 0.05131367589555342}",20,0,-26.17030673006624,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
148,False,"{'a': 0.4, 'e': 0.05028740237764235}",25,16,18.327325309117423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.4, 'e': 0.0492816543300895}",35,21,25.694848496795885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.4, 'e': 0.04829602124348771}",20,10,18.64137675655974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.4, 'e': 0.04733010081861796}",20,0,24.55779747873677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.4, 'e': 0.0463834988022456}",20,13,-0.6870812930541208,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.4, 'e': 0.04545582882620069}",20,12,14.043699395175693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.4, 'e': 0.04454671224967667}",30,0,-20.473926520788456,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
155,False,"{'a': 0.4, 'e': 0.043655778004683135}",30,12,19.727482993474492,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.4, 'e': 0.04278266244458947}",20,12,1.0313004923755376,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.4, 'e': 0.04192700919569768}",20,15,-31.711023977695266,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.4, 'e': 0.04108846901178373}",25,4,10.178351061598221,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.4, 'e': 0.04026669963154805}",20,10,19.215316017394386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.4, 'e': 0.03946136563891709}",20,12,15.463579888389273,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.4, 'e': 0.03867213832613875}",25,11,29.657745923836668,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.4, 'e': 0.037898695559615975}",25,15,19.501745134356536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.4, 'e': 0.03714072164842366}",20,10,-35.138118902620825,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
164,False,"{'a': 0.4, 'e': 0.03639790721545518}",25,8,22.399376690678913,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.4, 'e': 0.035669949071146075}",30,20,12.565991502879623,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.4, 'e': 0.034956550089723155}",25,14,16.55975512772235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.4, 'e': 0.03425741908792869}",20,15,9.064607001653641,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.4, 'e': 0.03357227070617012}",20,1,-9.496841555624197,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
169,False,"{'a': 0.4, 'e': 0.032900825292046715}",25,16,18.272679296836166,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.4, 'e': 0.03224280878620578}",25,1,25.499545894210698,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.4, 'e': 0.031597952610481664}",20,15,11.82189588960675,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.4, 'e': 0.03096599355827203}",35,17,17.969336917224158,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.4, 'e': 0.030346673687106588}",30,5,31.559759919447483,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.4, 'e': 0.029739740213364455}",35,18,32.37765442632649,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.4, 'e': 0.029144945409097164}",25,9,25.086701881238064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.4, 'e': 0.02856204650091522}",25,15,18.45182640464333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.4, 'e': 0.027990805570896914}",30,7,40.60850801412485,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.4, 'e': 0.027430989459478975}",20,16,7.197743530467931,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.4, 'e': 0.026882369670289397}",30,20,-23.224223601222207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.4, 'e': 0.026344722276883607}",35,25,7.171872353177988,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.4, 'e': 0.025817827831345935}",30,13,3.9048058402877794,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
182,False,"{'a': 0.4, 'e': 0.025301471274719014}",30,23,11.345881171664951,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.4, 'e': 0.024795441849224633}",25,2,30.031196565860718,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.4, 'e': 0.02429953301224014}",20,16,7.082614911545869,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
